,0,1,2,3,4,5,6,7,8,9
0,0.05729966572338716,-0.9646441638175635,-0.04158396411652479,-0.7149449915339828,-1.2542713914134729,-0.09752970549709498,-3.2894821702641637,-0.10485634558131987,-3.2436996603406962,-2.4062373286490746
1,-0.7334891123970358,-0.9646441638175635,-0.20408034530834068,-1.9737340283521778,-1.2542713914134729,-0.09752970549709498,-3.2894821702641637,-0.10485634558131987,-3.2436996603406962,-2.4062373286490746
2,-0.7334891123970358,-0.9646441638175635,-1.5619514249178603,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-0.12631026935704603,-3.2436996603406962,-2.4062373286490746
3,-0.7334891123970358,-0.9646441638175635,-1.5619514249178603,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-1.2285324706751972,-3.2436996603406962,-2.4062373286490746
4,-0.7334891123970358,-1.054815371054339,-1.5619514249178603,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-1.2285324706751972,-3.2436996603406962,-2.4062373286490746
5,-0.7334891123970358,-1.054815371054339,-1.5619514249178603,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-1.2285324706751972,-3.2436996603406962,-3.50819143469276
6,-0.7334891123970358,-3.196951587886563,-1.5619514249178603,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-2.3996202488305522,-3.2436996603406962,-3.50819143469276
7,-0.7334891123970358,-3.196951587886563,-1.5619514249178603,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-2.3996202488305522,-3.2436996603406962,-3.50819143469276
8,-0.7334891123970358,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
9,-0.7334891123970358,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
10,-0.7334891123970358,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
11,-0.7334891123970358,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
12,-0.7334891123970358,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.2542713914134729,-1.3757412950114993,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
13,-0.7334891123970358,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.5789054002383665,-1.3757412950114993,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
14,-0.9816878404766831,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.5789054002383665,-1.3757412950114993,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
15,-0.9816878404766831,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.5789054002383665,-1.3757412950114993,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
16,-0.9816878404766831,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.5789054002383665,-4.468543238083219,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
17,-0.9816878404766831,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.5789054002383665,-4.468543238083219,-3.2894821702641637,-5.406364822582118,-3.2436996603406962,-3.50819143469276
18,-0.9816878404766831,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.736843542476197,-4.468543238083219,-3.2894821702641637,-5.406364822582118,-4.9234373955169675,-3.50819143469276
19,-0.9816878404766831,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.736843542476197,-4.468543238083219,-3.2894821702641637,-5.406364822582118,-4.9234373955169675,-3.50819143469276
20,-0.9816878404766831,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.736843542476197,-4.468543238083219,-3.2894821702641637,-5.406364822582118,-4.9234373955169675,-3.50819143469276
21,-0.9816878404766831,-3.196951587886563,-3.4301429980261204,-1.9737340283521778,-1.736843542476197,-4.468543238083219,-3.2894821702641637,-5.406364822582118,-4.9234373955169675,-3.50819143469276
