,0,1,2,3,4,5,6,7,8,9
0,-0.46948470837522027,-0.34353828847434553,0.9128105451210823,-2.03333361265656,0.04311756721337366,-0.7549194493448177,-0.8057410909193029,-0.737733433835445,-1.4021862632902313,-0.7526827461186313
1,-0.46948470837522027,-0.34353828847434553,-3.065095435228856,-2.03333361265656,0.04311756721337366,-3.0717108432007336,-0.8057410909193029,-0.737733433835445,-1.4021862632902313,-0.7526827461186313
2,-0.46948470837522027,-0.6006961324750109,-3.065095435228856,-2.11801583065962,0.04311756721337366,-3.0717108432007336,-0.8140717360867071,-0.737733433835445,-1.4021862632902313,-0.7526827461186313
3,-0.46948470837522027,-0.6006961324750109,-3.065095435228856,-2.11801583065962,0.04311756721337366,-3.0717108432007336,-0.8140717360867071,-0.737733433835445,-1.591518058301116,-0.978496527665113
4,-0.46948470837522027,-0.6006961324750109,-3.065095435228856,-2.11801583065962,0.04311756721337366,-3.0717108432007336,-0.8140717360867071,-0.737733433835445,-1.591518058301116,-0.978496527665113
5,-0.46948470837522027,-0.6006961324750109,-3.065095435228856,-2.11801583065962,0.04311756721337366,-3.0717108432007336,-0.9231179251371051,-0.737733433835445,-1.591518058301116,-1.4325285297520634
6,-0.46948470837522027,-0.6006961324750109,-3.065095435228856,-2.11801583065962,0.02847242432500758,-3.0717108432007336,-0.9231179251371051,-0.737733433835445,-1.591518058301116,-1.4325285297520634
7,-0.46948470837522027,-0.6006961324750109,-3.065095435228856,-2.11801583065962,-1.2702638922240046,-3.0717108432007336,-0.9231179251371051,-0.737733433835445,-1.591518058301116,-1.4325285297520634
8,-0.46948470837522027,-0.6006961324750109,-3.065095435228856,-2.11801583065962,-1.6559266718427585,-3.0717108432007336,-0.9231179251371051,-0.737733433835445,-1.591518058301116,-1.4325285297520634
9,-0.46948470837522027,-0.6006961324750109,-3.065095435228856,-2.5926536422544406,-1.6559266718427585,-3.0717108432007336,-0.951310430378873,-0.737733433835445,-1.591518058301116,-1.4325285297520634
